miRBaseName,count,mean,std,min,25%,50%,75%,max
hsa-let-7a-3p,21.0,36.935722972964314,86.54597584199543,0.0,0.0,0.0,11.4278913242667,342.768703361101
hsa-let-7a-5p,21.0,85309.92397845455,68096.0289174899,0.0,50815.8652472168,74254.4613217386,95597.3445318948,318909.519878354
hsa-let-7b-3p,21.0,151.7263172863547,148.40016524489886,0.0,43.9905631167153,115.742867256292,212.920877054073,510.815994961503
hsa-let-7b-5p,21.0,169856.8835008874,119789.76815341895,60591.2352022052,117512.385401879,138272.715051692,163643.151001818,628510.749886879
hsa-let-7c-5p,21.0,25439.78943370847,24776.383276102562,747.300838589277,11490.6166997532,23248.223645341,30241.1673049505,89856.7279976243
hsa-let-7d-3p,21.0,554.9933588163533,571.7803767397755,0.0,42.0837438556848,389.153495073041,732.939172936136,1904.85734514554
hsa-let-7d-5p,21.0,2775.2138830354643,1633.2059323532644,75.3944588237638,1806.35066819561,2368.95854982605,3505.11350466435,6214.3964472161
hsa-let-7e-5p,21.0,4306.5688924599635,4948.662153221873,375.161265845836,945.002153169029,2813.52664854702,4601.7999007866,20109.858009518
hsa-let-7f-1-3p,21.0,12.318472500876917,23.512885824098497,0.0,0.0,0.0,17.2793480993882,81.685217288771
hsa-let-7f-2-3p,21.0,1.0987568602702986,2.7514710636350754,0.0,0.0,0.0,0.779328589920089,11.9734000609957
hsa-let-7f-5p,21.0,55165.99769973421,48338.11085812642,562.741898768755,23506.1725696074,40002.2625772357,79063.8362282728,161222.623500959
hsa-let-7g-3p,21.0,0.15928332658618619,0.7299279010255701,0.0,0.0,0.0,0.0,3.34494985830991
hsa-let-7g-5p,21.0,6095.261035260995,2774.3961378964814,1316.53606948841,4689.51582307296,5454.0501583851,7823.61117425555,12237.8484674591
hsa-let-7i-3p,21.0,0.3322157317929976,1.522403737996559,0.0,0.0,0.0,0.0,6.97653036765295
hsa-let-7i-5p,21.0,11422.356498286783,9688.009677486772,1358.91213861913,3559.70802703439,6001.25678718088,21113.5617392619,28769.0470852238
hsa-miR-1,21.0,504.21595448948017,1154.269806902947,0.0,0.0,168.075648101077,543.004876846103,5353.7879648653
hsa-miR-100-5p,21.0,1622.708040501886,3706.8542192539794,0.0,149.995402904538,336.151296202154,1158.41040393835,16218.5646986773
hsa-miR-101-3p,21.0,5427.416955873275,6906.14705690894,0.0,116.690347578536,1675.30545976433,9601.82536401243,20862.738658554
hsa-miR-101-5p,21.0,0.9122590522663381,4.18049616041917,0.0,0.0,0.0,0.0,19.1574400975931
hsa-miR-106a-5p,21.0,6.822256533577706,19.34060732870327,0.0,0.0,0.0,0.745444738184433,67.7187945266256
hsa-miR-106b-3p,21.0,1098.890137947899,1015.3366117758721,0.0,244.410100174862,750.322531691673,1955.56383071416,3198.14616848763
hsa-miR-106b-5p,21.0,203.1113412743442,296.76646352654313,0.0,0.0,24.4931842546314,342.299958162469,947.704822872617
hsa-miR-107,21.0,1186.9219732140555,996.2295846156497,0.0,389.507580920933,1092.04243384962,1419.01269199507,3450.01618768544
